Nome;17;18;19;20;A1;A2;B1;B2;B3;B4;B5;C;Link para perfil no Lattes;Conectado com ORCID;ID Scopus
Cesar Albenes Zeferino;XXXX;XXXX;XXXX;XXXX;;;;;;;;;http://lattes.cnpq.br/9888386354516064;https://orcid.org/0000-0003-3039-4410;6507922313
